"gene_symbol"	"organsystem"	"kegg_diseasename"
"DEFA5"	"Digestive system diseases"	"Peutz-Jeghers syndrome"
"DEFA5"	"Immune system diseases"	"IgA nephropathy"
"DEFA5"	"Immune system diseases"	"Ulcerative colitis"
"DEFA6"	"Immune system diseases"	"Ulcerative colitis"
"DEFB1"	"Cancers"	"Prostate cancer"
"DEGS1"	"Cancers"	"Prostate cancer"
"DEK"	"Cancers"	"Breast cancer"
"DEL22Q11.2"	"Mental and behavioural disorders"	"Schizophrenia"
"DENND1B"	"Digestive system diseases"	"Primary biliary cirrhosis"
"DENND1B"	"Immune system diseases"	"Crohn disease"
"DEPDC1"	"Cancers"	"Hepatocellular carcinoma"
"DEPDC1B"	"Cancers"	"Hepatocellular carcinoma"
"DEPDC5"	"Cancers"	"Hepatocellular carcinoma"
"DEPP1"	"Cancers"	"Breast cancer"
"DEPP1"	"Reproductive system diseases"	"Endometriosis"
"DERL1"	"Skin diseases"	"Stevens-Johnson syndrome"
"DES"	"Cancers"	"Breast cancer"
"DES"	"Cancers"	"Gastric cancer"
"DES"	"Cardiovascular diseases"	"Atrial fibrillation"
"DES"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"DES"	"Musculoskeletal diseases"	"Myofibrillar myopathies"
"DES"	"Urinary system diseases"	"Nephrotic syndrome"
"DESI2"	"Cancers"	"Ovarian cancer"
"DEUP1"	"Cancers"	"Non-small cell lung cancer"
"DFNB47"	"Mental and behavioural disorders"	"Schizophrenia"
"DGCR"	"Congenital malformations"	"Shprintzen-Goldberg syndrome"
"DGCR"	"Immune system diseases"	"DiGeorge syndrome"
"DGCR"	"Other congenital disorders"	"22q11.2 deletion syndrome"
"DGCR"	"Other congenital disorders"	"Velocardiofacial syndrome"
"DGCR2"	"Congenital malformations"	"Shprintzen-Goldberg syndrome"
"DGCR2"	"Immune system diseases"	"DiGeorge syndrome"
"DGCR2"	"Mental and behavioural disorders"	"Schizophrenia"
"DGCR2"	"Other congenital disorders"	"22q11.2 deletion syndrome"
"DGCR2"	"Other congenital disorders"	"Velocardiofacial syndrome"
"DGCR6"	"Congenital malformations"	"Shprintzen-Goldberg syndrome"
"DGCR6"	"Immune system diseases"	"DiGeorge syndrome"
"DGCR6"	"Mental and behavioural disorders"	"Schizophrenia"
"DGCR6"	"Other congenital disorders"	"22q11.2 deletion syndrome"
"DGCR6"	"Other congenital disorders"	"Velocardiofacial syndrome"
"DGCR8"	"Cancers"	"Nephroblastoma"
"DGCR8"	"Congenital malformations"	"Perlman syndrome"
"DGCR8"	"Congenital malformations"	"Shprintzen-Goldberg syndrome"
"DGCR8"	"Immune system diseases"	"DiGeorge syndrome"
"DGCR8"	"Mental and behavioural disorders"	"Schizophrenia"
"DGCR8"	"Other congenital disorders"	"22q11.2 deletion syndrome"
"DGCR8"	"Other congenital disorders"	"Velocardiofacial syndrome"
"DGKB"	"Cardiovascular diseases"	"Atrial fibrillation"
"DGKB"	"Mental and behavioural disorders"	"Bipolar disorder"
"DGKE"	"Cancers"	"Breast cancer"
"DGKE"	"Cardiovascular diseases"	"Atypical hemolytic uremic syndrome"
"DGKG"	"Cancers"	"Breast cancer"
"DGKH"	"Endocrine and metabolic diseases"	"Diabetic nephropathy"
"DGKH"	"Mental and behavioural disorders"	"Bipolar disorder"
"DGKK"	"Reproductive system diseases"	"Hypospadias"
"DGKQ"	"Immune system diseases"	"Sjogren syndrome"
"DGKQ"	"Immune system diseases"	"Sjogren syndrome"
"DGKZ"	"Cardiovascular diseases"	"Myocardial infarction"
"DHCR24"	"Congenital malformations"	"Desmosterolosis"
"DHCR24"	"Nervous system diseases"	"Alzheimer disease"
"DHCR7"	"Congenital disorders of metabolism"	"Smith-Lemli-Opitz syndrome"
"DHCR7"	"Eye disease"	"Cataract"
"DHCR7"	"Mental and behavioural disorders"	"Autism"
"DHDDS"	"Eye disease"	"Retinitis pigmentosa"
"DHDH"	"Cancers"	"Prostate cancer"
"DHFR"	"Cancers"	"Breast cancer"
"DHFR"	"Cancers"	"Colorectal cancer"
"DHFR"	"Cancers"	"Osteosarcoma"
"DHFR"	"Congenital disorders of metabolism"	"Dihydrofolate reductase deficiency"
"DHFR"	"Immune system diseases"	"Rheumatoid arthritis"
"DHFR"	"Mental and behavioural disorders"	"Autism"
"DHODH"	"Cardiovascular diseases"	"Hereditary spherocytosis"
"DHRS2"	"Cancers"	"Colorectal cancer"
"DHX30"	"Cancers"	"Prostate cancer"
"DHX32"	"Cancers"	"Breast cancer"
"DHX38"	"Eye disease"	"Retinitis pigmentosa"
"DIABLO"	"Cancers"	"Prostate cancer"
"DIABLO"	"Nervous system diseases"	"Huntington disease"
"DIAPH3"	"Nervous system diseases"	"Auditory neuropathy"
"DICER1"	"Cancers"	"Nephroblastoma"
"DICER1"	"Cancers"	"Rhabdomyosarcoma"
"DICER1"	"Cancers"	"Thyroid cancer"
"DICER1"	"Congenital malformations"	"Perlman syndrome"
"DICER1"	"Endocrine and metabolic diseases"	"Pituitary adenomas"
"DICER1"	"Mental and behavioural disorders"	"Schizophrenia"
"DICER1"	"Reproductive system diseases"	"Endometriosis"
"DIO2"	"Mental and behavioural disorders"	"Bipolar disorder"
"DIO2"	"Reproductive system diseases"	"Endometriosis"
"DIO3"	"Cancers"	"Breast cancer"
"DIO3"	"Mental and behavioural disorders"	"Schizophrenia"
"DIP2C"	"Cancers"	"Breast cancer"
"DIP2C"	"Cancers"	"Colorectal cancer"
"DIP2C"	"Cancers"	"Small cell lung cancer"
"DIPK2A"	"Mental and behavioural disorders"	"Autism"
"DIPK2B"	"Cancers"	"Hepatocellular carcinoma"
"DIRAS3"	"Cancers"	"Hepatocellular carcinoma"
"DIS3L2"	"Cancers"	"Nephroblastoma"
"DIS3L2"	"Congenital malformations"	"Perlman syndrome"
"DISC1"	"Mental and behavioural disorders"	"Asperger syndrome"
"DISC1"	"Mental and behavioural disorders"	"Autism"
"DISC1"	"Mental and behavioural disorders"	"Bipolar disorder"
"DISC1"	"Mental and behavioural disorders"	"Major depressive disorder"
"DISC1"	"Mental and behavioural disorders"	"Schizophrenia"
"DISC2"	"Mental and behavioural disorders"	"Schizophrenia"
"DISP1"	"Congenital malformations"	"Holoprosencephaly"
"DIXDC1"	"Mental and behavioural disorders"	"Autism"
"DIXDC1"	"Mental and behavioural disorders"	"Bipolar disorder"
"DIXDC1"	"Mental and behavioural disorders"	"Schizophrenia"
"DKC1"	"Other congenital disorders"	"Dyskeratosis congenita"
"DKC1"	"Other congenital disorders"	"Hoyeraal-Hreidarsson syndrome"
"DKK1"	"Cancers"	"Breast cancer"
"DKK1"	"Reproductive system diseases"	"Endometriosis"
"DKK3"	"Mental and behavioural disorders"	"Schizophrenia"
"DKK4"	"Mental and behavioural disorders"	"Bipolar disorder"
"DKK4"	"Mental and behavioural disorders"	"Schizophrenia"
"DLAT"	"Congenital disorders of metabolism"	"Pyruvate dehydrogenase complex deficiency"
"DLAT"	"Congenital disorders of metabolism"	"Pyruvate dehydrogenase E2 deficiency"
"DLC1"	"Cancers"	"Colorectal cancer"
"DLC1"	"Cancers"	"Gastric cancer"
"DLC1"	"Cancers"	"Ovarian cancer"
"DLD"	"Congenital disorders of metabolism"	"Dihydrolipoamide dehydrogenase deficiency"
"DLD"	"Congenital disorders of metabolism"	"Leigh syndrome"
"DLD"	"Congenital disorders of metabolism"	"Maple syrup urine disease"
"DLEC1"	"Cancers"	"Breast cancer"
"DLG1"	"Mental and behavioural disorders"	"Schizophrenia"
"DLG2"	"Cancers"	"Melanoma"
"DLG2"	"Mental and behavioural disorders"	"Bipolar disorder"
"DLG2"	"Mental and behavioural disorders"	"Major depressive disorder"
"DLG2"	"Mental and behavioural disorders"	"Schizophrenia"
"DLG2-AS1"	"Mental and behavioural disorders"	"Schizophrenia"
"DLG3"	"Cancers"	"Colorectal cancer"
"DLG3"	"Mental and behavioural disorders"	"Bipolar disorder"
"DLG3"	"Mental and behavioural disorders"	"Major depressive disorder"
"DLG3"	"Mental and behavioural disorders"	"Schizophrenia"
"DLG4"	"Mental and behavioural disorders"	"Bipolar disorder"
"DLG4"	"Mental and behavioural disorders"	"Major depressive disorder"
"DLG4"	"Mental and behavioural disorders"	"Schizophrenia"
"DLG4"	"Other congenital disorders"	"Williams-Beuren syndrome"
"DLG4"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"DLGAP1"	"Mental and behavioural disorders"	"Schizophrenia"
"DLGAP2"	"Mental and behavioural disorders"	"Autism"
"DLGAP2"	"Mental and behavioural disorders"	"Schizophrenia"
"DLGAP5"	"Cancers"	"Hepatocellular carcinoma"
"DLK1"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"DLL1"	"Cancers"	"Breast cancer"
"DLL1"	"Mental and behavioural disorders"	"Autism"
"DLL3"	"Congenital malformations"	"Multiple epiphyseal dysplasia"
"DLL3"	"Congenital malformations"	"Spondylocostal dysostosis"
"DLL3"	"Congenital malformations"	"Spondyloepiphyseal dysplasia congenita"
"DLL3"	"Congenital malformations"	"Spondyloepiphyseal dysplasia tarda"
"DLL3"	"Musculoskeletal diseases"	"Hyperostosis corticalis generalisata"
"DLL3"	"Musculoskeletal diseases"	"Schwartz-Jampel syndrome"
"DLL3"	"Nervous system diseases"	"Subependymal giant cell astrocytoma"
"DLL4"	"Cancers"	"Breast cancer"
"DLL4"	"Congenital malformations"	"Adams-Oliver syndrome"
"DLL4"	"Congenital malformations"	"Aplasia cutis congenita"
"DLX1"	"Mental and behavioural disorders"	"Autism"
"DLX1"	"Mental and behavioural disorders"	"Bipolar disorder"
"DLX1"	"Mental and behavioural disorders"	"Schizophrenia"
"DLX2"	"Mental and behavioural disorders"	"Autism"
"DLX3"	"Congenital malformations"	"Tricho-dento-osseous syndrome"
"DMBT1"	"Cancers"	"Glioma"
"DMD"	"Cancers"	"Breast cancer"
"DMD"	"Cancers"	"Colorectal cancer"
"DMD"	"Cancers"	"Leiomyosarcoma"
"DMD"	"Musculoskeletal diseases"	"Becker muscular dystrophy"
"DMD"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"DMGDH"	"Congenital disorders of metabolism"	"Dimethylglycine dehydrogenase deficiency"
"DMKN"	"Cancers"	"Colorectal cancer"
"DMP1"	"Congenital disorders of metabolism"	"Autosomal recessive hypophosphatemic rickets"
"DMP1"	"Congenital malformations"	"Fibular hypoplasia and complex brachydactyly"
"DMPK"	"Cancers"	"Small cell lung cancer"
"DMPK"	"Musculoskeletal diseases"	"Myotonic dystrophy"
"DMRT1"	"Cancers"	"Testicular cancer"
"DMRTA1"	"Cancers"	"Colorectal cancer"
"DMXL1"	"Cancers"	"Glioma"
"DNA2"	"Congenital malformations"	"Seckel syndrome"
"DNAAF1"	"Respiratory diseases"	"Primary ciliary dyskinesia"
"DNAAF2"	"Respiratory diseases"	"Primary ciliary dyskinesia"
"DNAAF3"	"Respiratory diseases"	"Primary ciliary dyskinesia"
"DNAAF4"	"Mental and behavioural disorders"	"Dyslexia"
"DNAAF4"	"Respiratory diseases"	"Primary ciliary dyskinesia"
"DNAAF5"	"Respiratory diseases"	"Primary ciliary dyskinesia"
"DNAH1"	"Respiratory diseases"	"Primary ciliary dyskinesia"
"DNAH10"	"Cardiovascular diseases"	"Atrial fibrillation"
"DNAH11"	"Respiratory diseases"	"Primary ciliary dyskinesia"
"DNAH3"	"Cancers"	"Colorectal cancer"
"DNAH5"	"Congenital malformations"	"Heterotaxy"
"DNAH5"	"Immune system diseases"	"Asthma"
"DNAH5"	"Respiratory diseases"	"Primary ciliary dyskinesia"
"DNAH8"	"Cancers"	"Colorectal cancer"
"DNAH8"	"Mental and behavioural disorders"	"Bipolar disorder"
"DNAH9"	"Cancers"	"Breast cancer"
"DNAH9"	"Congenital malformations"	"Heterotaxy"
"DNAH9"	"Respiratory diseases"	"Primary ciliary dyskinesia"
"DNAI1"	"Respiratory diseases"	"Primary ciliary dyskinesia"
"DNAI2"	"Respiratory diseases"	"Primary ciliary dyskinesia"
"DNAJB1"	"Mental and behavioural disorders"	"Bipolar disorder"
"DNAJB11"	"Congenital malformations"	"Polycystic kidney disease"
"DNAJB13"	"Respiratory diseases"	"Primary ciliary dyskinesia"
"DNAJC1"	"Cancers"	"Melanoma"
"DNAJC10"	"Cancers"	"Prostate cancer"
"DNAJC15"	"Cancers"	"Melanoma"
"DNAJC21"	"Cancers"	"Breast cancer"
"DNAJC21"	"Other congenital disorders"	"Shwachman-Diamond syndrome"
"DNAJC24"	"Cancers"	"Breast cancer"
"DNAJC3"	"Cancers"	"Prostate cancer"
"DNAJC6"	"Cancers"	"Hepatocellular carcinoma"
"DNAL1"	"Respiratory diseases"	"Primary ciliary dyskinesia"
"DNALI1"	"Cancers"	"Colorectal cancer"
"DNASE1L2"	"Cancers"	"Prostate cancer"
"DNASE1L3"	"Cancers"	"Breast cancer"
"DNASE1L3"	"Cancers"	"Colorectal cancer"
"DNASE1L3"	"Cancers"	"Hepatocellular carcinoma"
"DNASE1L3"	"Immune system diseases"	"Rheumatoid arthritis"
"DNHD1"	"Cancers"	"Renal cell carcinoma"
"DNM1"	"Mental and behavioural disorders"	"Schizophrenia"
"DNM1"	"Nervous system diseases"	"Early infantile epileptic encephalopathy"
"DNM1"	"Nervous system diseases"	"Lennox-Gastaut syndrome"
"DNM1L"	"Eye disease"	"Optic atrophy"
"DNM1L"	"Nervous system diseases"	"Parkinson disease"
"DNM2"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"DNM2"	"Musculoskeletal diseases"	"Centronuclear myopathy"
"DNM2"	"Musculoskeletal diseases"	"Congenital fiber type disproportion"
"DNM2"	"Musculoskeletal diseases"	"Tubular aggregate myopathy"
"DNMT1"	"Cancers"	"Breast cancer"
"DNMT1"	"Cancers"	"Gastric cancer"
"DNMT1"	"Cancers"	"Medulloblastoma"
"DNMT1"	"Cancers"	"Prostate cancer"
"DNMT1"	"Immune system diseases"	"Asthma"
"DNMT1"	"Mental and behavioural disorders"	"Bipolar disorder"
"DNMT1"	"Mental and behavioural disorders"	"Schizophrenia"
"DNMT1"	"Nervous system diseases"	"Familial dementia"
"DNMT1"	"Nervous system diseases"	"Hereditary sensory and autonomic neuropathy"
"DNMT3A"	"Cancers"	"Breast cancer"
"DNMT3A"	"Cancers"	"Peripheral T cell lymphoma"
"DNMT3A"	"Congenital malformations"	"Seckel syndrome"
"DNMT3A"	"Immune system diseases"	"Crohn disease"
"DNMT3B"	"Cancers"	"Breast cancer"
"DNMT3B"	"Cancers"	"Gastric cancer"
"DNMT3B"	"Cancers"	"Prostate cancer"
"DNMT3B"	"Mental and behavioural disorders"	"Schizophrenia"
"DNMT3L"	"Mental and behavioural disorders"	"Schizophrenia"
"DOCK4"	"Mental and behavioural disorders"	"Autism"
"DOCK4"	"Mental and behavioural disorders"	"Schizophrenia"
"DOCK6"	"Congenital malformations"	"Adams-Oliver syndrome"
"DOCK8"	"Cancers"	"Neuroblastoma"
"DOCK8"	"Cancers"	"Squamous cell carcinoma"
"DOCK8"	"Immune system diseases"	"Combined immunodeficiency"
"DOCK8"	"Immune system diseases"	"Hyper-IgE syndrome"
"DOCK9"	"Mental and behavioural disorders"	"Bipolar disorder"
"DOK1"	"Cancers"	"Ovarian cancer"
"DOK5"	"Mental and behavioural disorders"	"Bipolar disorder"
"DOK7"	"Congenital malformations"	"Fetal akinesia deformation sequence"
"DONSON"	"Cancers"	"Colorectal cancer"
"DOP1A"	"Cancers"	"Breast cancer"
"DPAGT1"	"Cancers"	"Breast cancer"
"DPAGT1"	"Cancers"	"Colorectal cancer"
"DPAGT1"	"Cancers"	"Gastric cancer"
"DPEP1"	"Cancers"	"Colorectal cancer"
"DPF2"	"Congenital malformations"	"Coffin-Siris syndrome"
"DPF3"	"Cardiovascular diseases"	"Atrial fibrillation"
"DPH1"	"Cancers"	"Ovarian cancer"
"DPP6"	"Congenital malformations"	"Primary microcephaly"
"DPP9"	"Respiratory diseases"	"Idiopathic pulmonary fibrosis"
"DPYD"	"Cancers"	"Breast cancer"
"DPYD"	"Cancers"	"Colorectal cancer"
"DPYD"	"Cancers"	"Gastric cancer"
"DPYD"	"Cancers"	"Hepatocellular carcinoma"
"DPYD"	"Cancers"	"Pancreatic cancer"
"DPYD"	"Congenital disorders of metabolism"	"Dihydropyrimidine dehydrogenase deficiency"
"DPYD"	"Mental and behavioural disorders"	"Autism"
"DPYD"	"Mental and behavioural disorders"	"Schizophrenia"
"DPYD"	"Nervous system diseases"	"Leukoencephalopathy with vanishing white matter"
"DPYS"	"Congenital disorders of metabolism"	"Dihydropyrimidinase deficiency"
"DPYSL2"	"Cancers"	"Colorectal cancer"
"DPYSL2"	"Mental and behavioural disorders"	"Bipolar disorder"
"DPYSL2"	"Nervous system diseases"	"Alzheimer disease"
"DRAP1"	"Cancers"	"Melanoma"
"DRAXIN"	"Nervous system diseases"	"Parkinson disease"
"DRC1"	"Respiratory diseases"	"Primary ciliary dyskinesia"
"DRD1"	"Mental and behavioural disorders"	"Autism"
"DRD1"	"Mental and behavioural disorders"	"Bipolar disorder"
"DRD1"	"Mental and behavioural disorders"	"Schizophrenia"
"DRD1"	"Nervous system diseases"	"Parkinson disease"
"DRD2"	"Cardiovascular diseases"	"High blood pressure"
"DRD2"	"Endocrine and metabolic diseases"	"Hyperprolactinemia"
"DRD2"	"Endocrine and metabolic diseases"	"Pituitary adenomas"
"DRD2"	"Mental and behavioural disorders"	"Bipolar disorder"
"DRD2"	"Mental and behavioural disorders"	"Major depressive disorder"
"DRD2"	"Mental and behavioural disorders"	"Schizophrenia"
"DRD2"	"Nervous system diseases"	"Parkinson disease"
"DRD2"	"Nervous system diseases"	"Parkinsonian syndrome"
"DRD3"	"Mental and behavioural disorders"	"Autism"
"DRD3"	"Mental and behavioural disorders"	"Bipolar disorder"
"DRD3"	"Mental and behavioural disorders"	"Major depressive disorder"
"DRD3"	"Mental and behavioural disorders"	"Schizophrenia"
"DRD3"	"Mental and behavioural disorders"	"Tourette syndrome"
"DRD4"	"Mental and behavioural disorders"	"Bipolar disorder"
"DRD4"	"Mental and behavioural disorders"	"Major depressive disorder"
"DRD4"	"Mental and behavioural disorders"	"Schizophrenia"
"DRD5"	"Mental and behavioural disorders"	"Bipolar disorder"
"DRD5"	"Nervous system diseases"	"Cervical dystonia"
"DROSHA"	"Cancers"	"Nephroblastoma"
"DROSHA"	"Congenital malformations"	"Perlman syndrome"
"DSC1"	"Cancers"	"Melanoma"
"DSC3"	"Cancers"	"Breast cancer"
"DSC3"	"Skin diseases"	"Hypotrichosis and recurrent skin vesicles"
"DSCAM"	"Mental and behavioural disorders"	"Bipolar disorder"
"DSCAML1"	"Cancers"	"Colorectal cancer"
"DSEL"	"Cancers"	"Colorectal cancer"
"DSG1"	"Congenital malformations"	"Striate palmoplantar keratoderma"
"DSG4"	"Congenital malformations"	"Monilethrix"
"DSG4"	"Skin diseases"	"Hereditary hypotrichosis simplex"
"DSP"	"Cardiovascular diseases"	"Carvajal syndrome"
"DSP"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"DSP"	"Congenital malformations"	"Skin fragility-woolly hair syndrome"
"DSP"	"Congenital malformations"	"Striate palmoplantar keratoderma"
"DSP"	"Respiratory diseases"	"Idiopathic pulmonary fibrosis"
"DSPP"	"Cancers"	"Oral cancer"
"DSPP"	"Cancers"	"Squamous cell carcinoma"
"DST"	"Congenital malformations"	"Epidermolysis bullosa simplex"
"DSTN"	"Cancers"	"Colorectal cancer"
"DSTYK"	"Urinary system diseases"	"Vesicoureteral reflux"
"DTL"	"Cancers"	"Hepatocellular carcinoma"
"DTL"	"Cancers"	"Salivary gland cancer"
"DTNA"	"Cardiovascular diseases"	"Left ventricular noncompaction"
"DTNA"	"Nervous system diseases"	"Meniere disease"
"DTNA"	"Nervous system diseases"	"Meniere disease"
"DTNBP1"	"Congenital disorders of metabolism"	"Hermansky-Pudlak syndrome"
"DTNBP1"	"Mental and behavioural disorders"	"Bipolar disorder"
"DTNBP1"	"Mental and behavioural disorders"	"Major depressive disorder"
"DTNBP1"	"Mental and behavioural disorders"	"Schizophrenia"
"DTX3"	"Cancers"	"Breast cancer"
"DTX3L"	"Cancers"	"Breast cancer"
"DUSP1"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"DUSP1"	"Reproductive system diseases"	"Endometriosis"
"DUSP2"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"DUSP21"	"Cancers"	"Colorectal cancer"
"DUSP3"	"Cancers"	"Non-small cell lung cancer"
"DUSP4"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"DUSP5"	"Cardiovascular diseases"	"High blood pressure"
"DUSP6"	"Mental and behavioural disorders"	"Bipolar disorder"
"DUX4L5"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"DVL1"	"Congenital malformations"	"Robinow syndrome"
"DVL3"	"Cancers"	"Breast cancer"
"DVL3"	"Congenital malformations"	"Robinow syndrome"
"DWS"	"Congenital malformations"	"Dandy-Walker syndrome"
"DYM"	"Mental and behavioural disorders"	"Schizophrenia"
"DYNC2H1"	"Cancers"	"Breast cancer"
"DYNC2H1"	"Congenital malformations"	"Asphyxiating thoracic dystrophy"
"DYNC2H1"	"Congenital malformations"	"Short rib-polydactyly syndrome"
"DYNC2LI1"	"Congenital malformations"	"Asphyxiating thoracic dystrophy"
"DYNC2LI1"	"Congenital malformations"	"Ellis-van Creveld syndrome"
"DYNC2LI1"	"Congenital malformations"	"Short rib-polydactyly syndrome"
"DYRK1B"	"Cancers"	"Ovarian cancer"
"DYSF"	"Cancers"	"Breast cancer"
"DYSF"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"DYSF"	"Musculoskeletal diseases"	"Miyoshi myopathy"
"E2F1"	"Cancers"	"Breast cancer"
"E2F1"	"Cancers"	"Hepatocellular carcinoma"
"E2F1"	"Cancers"	"Melanoma"
"E2F1"	"Cancers"	"Non-small cell lung cancer"
"E2F2"	"Cancers"	"Non-small cell lung cancer"
"E2F3"	"Cancers"	"Non-small cell lung cancer"
"E2F3"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"E2F5"	"Cancers"	"Non-small cell lung cancer"
"E2F6"	"Cancers"	"Non-small cell lung cancer"
"E2F7"	"Cancers"	"Non-small cell lung cancer"
"E2F8"	"Cancers"	"Hepatocellular carcinoma"
"E2F8"	"Cancers"	"Non-small cell lung cancer"
"EAF2"	"Cancers"	"Hepatocellular carcinoma"
"EAF2"	"Cancers"	"Prostate cancer"
"EBI3"	"Cancers"	"Gastric cancer"
"EBP"	"Congenital malformations"	"MEND syndrome"
"ECE1"	"Cardiovascular diseases"	"High blood pressure"
"ECE1"	"Congenital malformations"	"Hirschsprung disease"
"ECHDC1"	"Cancers"	"Melanoma"
"ECHS1"	"Cancers"	"Gastric cancer"
"ECHS1"	"Congenital disorders of metabolism"	"Leigh syndrome"
"ECM1"	"Cancers"	"Gastric cancer"
"ECM1"	"Cancers"	"Hepatocellular carcinoma"
"ECM1"	"Congenital disorders of metabolism"	"Lipoid proteinosis"
"ECM1"	"Immune system diseases"	"Ulcerative colitis"
"ECT2"	"Cancers"	"Breast cancer"
"ECT2"	"Cancers"	"Hepatocellular carcinoma"
"ECT2L"	"Cancers"	"T-cell acute lymphoblastic leukemia"
"EDA"	"Cancers"	"Colorectal cancer"
"EDA"	"Cancers"	"Melanoma"
"EDA"	"Congenital malformations"	"Hypohidrotic ectodermal dysplasia"
"EDA2R"	"Congenital malformations"	"Hypohidrotic ectodermal dysplasia"
"EDARADD"	"Congenital malformations"	"Hypohidrotic ectodermal dysplasia"
"EDEM1"	"Mental and behavioural disorders"	"Major depressive disorder"
"EDEM2"	"Mental and behavioural disorders"	"Schizophrenia"
"EDN1"	"Cardiovascular diseases"	"Atrial fibrillation"
"EDN1"	"Cardiovascular diseases"	"High blood pressure"
"EDN1"	"Congenital malformations"	"Auriculocondylar syndrome"
"EDN1"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"EDN1"	"Digestive system diseases"	"Peptic ulcer"
"EDN1"	"Immune system diseases"	"Asthma"
"EDN1"	"Mental and behavioural disorders"	"Major depressive disorder"
"EDN1"	"Nervous system diseases"	"Parkinson disease"
"EDN1"	"Urinary system diseases"	"Focal segmental glomerulosclerosis"
"EDN1"	"Urinary system diseases"	"Nephrotic syndrome"
"EDN3"	"Cardiovascular diseases"	"High blood pressure"
"EDN3"	"Congenital disorders of metabolism"	"Waardenburg syndrome"
