"gene_symbol"	"organsystem"	"kegg_diseasename"
"EPHX1"	"Cancers"	"Multiple myeloma"
"EPHX1"	"Cancers"	"Prostate cancer"
"EPHX2"	"Congenital disorders of metabolism"	"Hyperlipoproteinemia type IIa"
"EPHX2"	"Mental and behavioural disorders"	"Schizophrenia"
"EPHX2"	"Skin diseases"	"Xanthoma"
"EPHX3"	"Cancers"	"Gastric cancer"
"EPHX3"	"Cancers"	"Melanoma"
"EPM2A"	"Congenital disorders of metabolism"	"Glycogen storage disease"
"EPM2A"	"Nervous system diseases"	"Lafora disease"
"EPO"	"Cancers"	"Hepatocellular carcinoma"
"EPO"	"Cancers"	"Melanoma"
"EPO"	"Cancers"	"Thyroid cancer"
"EPO"	"Cardiovascular diseases"	"Coronary artery disease"
"EPO"	"Cardiovascular diseases"	"Deep vein thrombosis"
"EPO"	"Cardiovascular diseases"	"High blood pressure"
"EPO"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"EPO"	"Cardiovascular diseases"	"Myocardial infarction"
"EPO"	"Cardiovascular diseases"	"Ventricular septal defect"
"EPO"	"Congenital malformations"	"Congenital diaphragmatic hernia"
"EPOR"	"Cancers"	"Breast cancer"
"EPOR"	"Cancers"	"Melanoma"
"EPOR"	"Cancers"	"Thyroid cancer"
"EPRS1"	"Eye disease"	"Optic atrophy"
"EPS15L1"	"Congenital malformations"	"Aniridia"
"EPS8L3"	"Cancers"	"Hepatocellular carcinoma"
"EPS8L3"	"Cancers"	"Prostate cancer"
"EPX"	"Immune system diseases"	"Eosinophil peroxidase deficiency"
"ERAL1"	"Congenital malformations"	"Perrault syndrome"
"ERAL1"	"Reproductive system diseases"	"Premature ovarian failure"
"ERAP1"	"Cardiovascular diseases"	"High blood pressure"
"ERAP1"	"Cardiovascular diseases"	"Myocardial infarction"
"ERAP1"	"Eye disease"	"Cataract"
"ERAP1"	"Immune system diseases"	"Ankylosing spondylitis"
"ERAP1"	"Immune system diseases"	"Behcet disease"
"ERAP1"	"Immune system diseases"	"Behcet disease"
"ERAP1"	"Skin diseases"	"Psoriasis"
"ERAP2"	"Immune system diseases"	"Crohn disease"
"ERBB2"	"Cancers"	"Breast cancer"
"ERBB2"	"Cancers"	"Cholangiocarcinoma"
"ERBB2"	"Cancers"	"Esophageal cancer"
"ERBB2"	"Cancers"	"Gallbladder cancer"
"ERBB2"	"Cancers"	"Gastric cancer"
"ERBB2"	"Cancers"	"Glioma"
"ERBB2"	"Cancers"	"Medulloblastoma"
"ERBB2"	"Cancers"	"Non-small cell lung cancer"
"ERBB2"	"Cancers"	"Ovarian cancer"
"ERBB2"	"Cancers"	"Prostate cancer"
"ERBB2"	"Cancers"	"Renal cell carcinoma"
"ERBB3"	"Cancers"	"Acute myeloid leukemia"
"ERBB3"	"Cancers"	"Bladder cancer"
"ERBB3"	"Cancers"	"Breast cancer"
"ERBB3"	"Cancers"	"Gallbladder cancer"
"ERBB3"	"Cancers"	"Gastric cancer"
"ERBB3"	"Cancers"	"Prostate cancer"
"ERBB3"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"ERBB3"	"Cardiovascular diseases"	"Ventricular septal defect"
"ERBB3"	"Mental and behavioural disorders"	"Bipolar disorder"
"ERBB3"	"Mental and behavioural disorders"	"Major depressive disorder"
"ERBB3"	"Mental and behavioural disorders"	"Schizophrenia"
"ERBB4"	"Cancers"	"Breast cancer"
"ERBB4"	"Cancers"	"Gallbladder cancer"
"ERBB4"	"Cancers"	"Melanoma"
"ERBB4"	"Cardiovascular diseases"	"Atrial fibrillation"
"ERBB4"	"Mental and behavioural disorders"	"Bipolar disorder"
"ERBB4"	"Mental and behavioural disorders"	"Schizophrenia"
"ERCC1"	"Cancers"	"Cervical cancer"
"ERCC1"	"Cancers"	"Gastric cancer"
"ERCC1"	"Cancers"	"Melanoma"
"ERCC1"	"Cancers"	"Non-small cell lung cancer"
"ERCC1"	"Cancers"	"Testicular cancer"
"ERCC1"	"Cardiovascular diseases"	"Fanconi anemia"
"ERCC1"	"Congenital malformations"	"Congenital vertical talus"
"ERCC1"	"Congenital malformations"	"Microphthalmia"
"ERCC1"	"Congenital malformations"	"Nanophthalmos"
"ERCC1"	"Congenital malformations"	"Polymicrogyria"
"ERCC1"	"Congenital malformations"	"Xeroderma pigmentosum"
"ERCC1"	"Eye disease"	"Cataract"
"ERCC1"	"Eye disease"	"Optic atrophy"
"ERCC2"	"Cancers"	"Basal cell carcinoma"
"ERCC2"	"Cancers"	"Bladder cancer"
"ERCC2"	"Cancers"	"Colorectal cancer"
"ERCC2"	"Cancers"	"Gastric cancer"
"ERCC2"	"Cancers"	"Melanoma"
"ERCC2"	"Cancers"	"Prostate cancer"
"ERCC2"	"Cancers"	"Squamous cell carcinoma"
"ERCC2"	"Cardiovascular diseases"	"Ventricular septal defect"
"ERCC2"	"Congenital malformations"	"Congenital ichthyosis"
"ERCC2"	"Congenital malformations"	"Congenital vertical talus"
"ERCC2"	"Congenital malformations"	"Craniosynostoses"
"ERCC2"	"Congenital malformations"	"Microphthalmia"
"ERCC2"	"Congenital malformations"	"Nanophthalmos"
"ERCC2"	"Eye disease"	"Blepharitis"
"ERCC2"	"Eye disease"	"Cataract"
"ERCC2"	"Eye disease"	"Macular dystrophy"
"ERCC2"	"Eye disease"	"Myopia"
"ERCC2"	"Eye disease"	"Optic atrophy"
"ERCC2"	"Immune system diseases"	"Asthma"
"ERCC2"	"Reproductive system diseases"	"Cryptorchidism"
"ERCC2"	"Skin diseases"	"Trichothiodystrophy"
"ERCC3"	"Cancers"	"Basal cell carcinoma"
"ERCC3"	"Cancers"	"Breast cancer"
"ERCC3"	"Cancers"	"Melanoma"
"ERCC3"	"Cancers"	"Squamous cell carcinoma"
"ERCC3"	"Cardiovascular diseases"	"Ventricular septal defect"
"ERCC3"	"Congenital malformations"	"Congenital ichthyosis"
"ERCC3"	"Congenital malformations"	"Craniosynostoses"
"ERCC3"	"Congenital malformations"	"Microphthalmia"
"ERCC3"	"Congenital malformations"	"Nanophthalmos"
"ERCC3"	"Eye disease"	"Blepharitis"
"ERCC3"	"Eye disease"	"Cataract"
"ERCC3"	"Eye disease"	"Macular dystrophy"
"ERCC3"	"Eye disease"	"Myopia"
"ERCC3"	"Eye disease"	"Optic atrophy"
"ERCC3"	"Eye disease"	"Retinitis pigmentosa"
"ERCC3"	"Reproductive system diseases"	"Cryptorchidism"
"ERCC3"	"Skin diseases"	"Trichothiodystrophy"
"ERCC4"	"Cancers"	"Basal cell carcinoma"
"ERCC4"	"Cancers"	"Bladder cancer"
"ERCC4"	"Cancers"	"Melanoma"
"ERCC4"	"Cancers"	"Ovarian cancer"
"ERCC4"	"Cancers"	"Squamous cell carcinoma"
"ERCC4"	"Cancers"	"Testicular cancer"
"ERCC4"	"Cardiovascular diseases"	"Atrial septal defect"
"ERCC4"	"Cardiovascular diseases"	"Fanconi anemia"
"ERCC4"	"Cardiovascular diseases"	"High blood pressure"
"ERCC4"	"Cardiovascular diseases"	"Hypertrophic cardiomyopathy"
"ERCC4"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"ERCC4"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"ERCC4"	"Cardiovascular diseases"	"Tetralogy of Fallot"
"ERCC4"	"Congenital malformations"	"Biliary atresia"
"ERCC4"	"Congenital malformations"	"Hirschsprung disease"
"ERCC4"	"Congenital malformations"	"Microphthalmia"
"ERCC4"	"Congenital malformations"	"Nanophthalmos"
"ERCC4"	"Congenital malformations"	"Spina bifida"
"ERCC4"	"Eye disease"	"Blepharitis"
"ERCC4"	"Eye disease"	"Cataract"
"ERCC4"	"Eye disease"	"Optic atrophy"
"ERCC4"	"Reproductive system diseases"	"Azoospermia"
"ERCC4"	"Reproductive system diseases"	"Cryptorchidism"
"ERCC4"	"Reproductive system diseases"	"Hypospadias"
"ERCC5"	"Cancers"	"Basal cell carcinoma"
"ERCC5"	"Cancers"	"Melanoma"
"ERCC5"	"Cancers"	"Squamous cell carcinoma"
"ERCC5"	"Congenital malformations"	"Congenital clubfoot"
"ERCC5"	"Congenital malformations"	"Congenital vertical talus"
"ERCC5"	"Congenital malformations"	"Microphthalmia"
"ERCC5"	"Congenital malformations"	"Nanophthalmos"
"ERCC5"	"Eye disease"	"Blepharitis"
"ERCC5"	"Eye disease"	"Cataract"
"ERCC5"	"Eye disease"	"Optic atrophy"
"ERCC5"	"Reproductive system diseases"	"Cryptorchidism"
"ERCC6"	"Cancers"	"Breast cancer"
"ERCC6"	"Cancers"	"Colorectal cancer"
"ERCC6"	"Cancers"	"Melanoma"
"ERCC6"	"Cancers"	"Ovarian cancer"
"ERCC6"	"Cardiovascular diseases"	"High blood pressure"
"ERCC6"	"Congenital malformations"	"Congenital vertical talus"
"ERCC6"	"Congenital malformations"	"Microphthalmia"
"ERCC6"	"Congenital malformations"	"Nanophthalmos"
"ERCC6"	"Eye disease"	"Age-related macular degeneration"
"ERCC6"	"Eye disease"	"Cataract"
"ERCC6"	"Eye disease"	"Optic atrophy"
"ERCC6"	"Eye disease"	"Retinitis pigmentosa"
"ERCC6"	"Musculoskeletal diseases"	"Osteoporosis"
"ERCC6"	"Nervous system diseases"	"Cockayne syndrome"
"ERCC6"	"Nervous system diseases"	"Normal pressure hydrocephalus"
"ERCC6"	"Reproductive system diseases"	"Cryptorchidism"
"ERCC6"	"Skin diseases"	"UV-sensitive syndrome"
"ERCC8"	"Cardiovascular diseases"	"High blood pressure"
"ERCC8"	"Eye disease"	"Cataract"
"ERCC8"	"Eye disease"	"Optic atrophy"
"ERCC8"	"Eye disease"	"Retinitis pigmentosa"
"ERCC8"	"Nervous system diseases"	"Cockayne syndrome"
"ERCC8"	"Nervous system diseases"	"Normal pressure hydrocephalus"
"ERCC8"	"Reproductive system diseases"	"Cryptorchidism"
"ERCC8"	"Skin diseases"	"UV-sensitive syndrome"
"ERDA1"	"Mental and behavioural disorders"	"Bipolar disorder"
"EREG"	"Cancers"	"Breast cancer"
"EREG"	"Cancers"	"Ovarian cancer"
"ERF"	"Cancers"	"Prostate cancer"
"ERF"	"Congenital malformations"	"Brachydactyly"
"ERF"	"Congenital malformations"	"Chiari malformation"
"ERF"	"Congenital malformations"	"Craniosynostoses"
"ERF"	"Congenital malformations"	"Crouzon syndrome"
"ERF"	"Congenital malformations"	"Optic nerve hypoplasia"
"ERF"	"Congenital malformations"	"Trigonocephaly"
"ERF"	"Eye disease"	"Optic atrophy"
"ERG"	"Cancers"	"Ewing sarcoma"
"ERG"	"Cancers"	"Prostate cancer"
"ERGIC1"	"Congenital malformations"	"Congenital clubfoot"
"ERGIC3"	"Cancers"	"Colorectal cancer"
"ERGIC3"	"Cancers"	"Non-small cell lung cancer"
"ERI2"	"Cancers"	"Colorectal cancer"
"ERICH1"	"Cancers"	"Colorectal cancer"
"ERLIN2"	"Nervous system diseases"	"Juvenile primary lateral sclerosis"
"ERMARD"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"ERMARD"	"Congenital malformations"	"Periventricular nodular heterotopia"
"ERMARD"	"Congenital malformations"	"Polymicrogyria"
"ERMARD"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"ERMARD"	"Reproductive system diseases"	"Hypospadias"
"ERP29"	"Cancers"	"Hepatocellular carcinoma"
"ERP29"	"Cancers"	"Prostate cancer"
"ERP44"	"Cancers"	"Prostate cancer"
"ERRFI1"	"Reproductive system diseases"	"Endometriosis"
"ERRFI1"	"Reproductive system diseases"	"Polycystic ovary syndrome"
"ERVK-8"	"Mental and behavioural disorders"	"Schizophrenia"
"ERVW-1"	"Mental and behavioural disorders"	"Bipolar disorder"
"ERVW-1"	"Mental and behavioural disorders"	"Schizophrenia"
"ERVW-4"	"Mental and behavioural disorders"	"Schizophrenia"
"ESAM"	"Mental and behavioural disorders"	"Schizophrenia"
"ESCO2"	"Cardiovascular diseases"	"Atrial septal defect"
"ESCO2"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"ESCO2"	"Cardiovascular diseases"	"Ventricular septal defect"
"ESCO2"	"Congenital malformations"	"Brachydactyly"
"ESCO2"	"Congenital malformations"	"Craniosynostoses"
"ESCO2"	"Congenital malformations"	"Microphthalmia"
"ESCO2"	"Congenital malformations"	"Nanophthalmos"
"ESCO2"	"Congenital malformations"	"Ocular coloboma"
"ESCO2"	"Congenital malformations"	"Polycystic kidney disease"
"ESCO2"	"Congenital malformations"	"Syndactyly"
"ESCO2"	"Eye disease"	"Cataract"
"ESCO2"	"Reproductive system diseases"	"Cryptorchidism"
"ESCO2"	"Reproductive system diseases"	"Hypospadias"
"ESM1"	"Cancers"	"Hepatocellular carcinoma"
"ESPL1"	"Cancers"	"Bladder cancer"
"ESPL1"	"Cancers"	"Salivary gland cancer"
"ESPN"	"Eye disease"	"Cataract"
"ESPN"	"Mental and behavioural disorders"	"Schizophrenia"
"ESR1"	"Cancers"	"Bladder cancer"
"ESR1"	"Cancers"	"Breast cancer"
"ESR1"	"Cancers"	"Endometrial cancer"
"ESR1"	"Cancers"	"Hepatocellular carcinoma"
"ESR1"	"Cancers"	"Neuroblastoma"
"ESR1"	"Cancers"	"Ovarian cancer"
"ESR1"	"Cancers"	"Prostate cancer"
"ESR1"	"Cardiovascular diseases"	"Coronary artery disease"
"ESR1"	"Cardiovascular diseases"	"Myocardial infarction"
"ESR1"	"Mental and behavioural disorders"	"Bipolar disorder"
"ESR1"	"Mental and behavioural disorders"	"Schizophrenia"
"ESR1"	"Musculoskeletal diseases"	"Osteoporosis"
"ESR1"	"Nervous system diseases"	"Alzheimer disease"
"ESR1"	"Nervous system diseases"	"Subependymal giant cell astrocytoma"
"ESR1"	"Reproductive system diseases"	"Uterine leiomyoma"
"ESR1"	"Respiratory diseases"	"Idiopathic pulmonary fibrosis"
"ESR2"	"Cancers"	"Bladder cancer"
"ESR2"	"Cancers"	"Breast cancer"
"ESR2"	"Cancers"	"Colorectal cancer"
"ESR2"	"Cancers"	"Endometrial cancer"
"ESR2"	"Cancers"	"Medulloblastoma"
"ESR2"	"Cancers"	"Prostate cancer"
"ESR2"	"Cardiovascular diseases"	"Atrial fibrillation"
"ESR2"	"Cardiovascular diseases"	"Coronary artery disease"
"ESR2"	"Mental and behavioural disorders"	"Major depressive disorder"
"ESR2"	"Mental and behavioural disorders"	"Schizophrenia"
"ESR2"	"Musculoskeletal diseases"	"Osteoporosis"
"ESR2"	"Nervous system diseases"	"Subependymal giant cell astrocytoma"
"ESR2"	"Reproductive system diseases"	"Endometriosis"
"ESRRA"	"Cancers"	"Breast cancer"
"ESRRA"	"Cancers"	"Osteosarcoma"
"ESS2"	"Cardiovascular diseases"	"Tetralogy of Fallot"
"ESS2"	"Cardiovascular diseases"	"Ventricular septal defect"
"ESS2"	"Congenital malformations"	"Shprintzen-Goldberg syndrome"
"ESS2"	"Endocrine and metabolic diseases"	"Hypoparathyroidism"
"ESS2"	"Immune system diseases"	"DiGeorge syndrome"
"ESS2"	"Mental and behavioural disorders"	"Schizophrenia"
"ESS2"	"Other congenital disorders"	"22q11.2 deletion syndrome"
"ESS2"	"Other congenital disorders"	"Velocardiofacial syndrome"
"ESS2"	"Reproductive system diseases"	"Cryptorchidism"
"ETAA1"	"Cancers"	"Colorectal cancer"
"ETAA1"	"Cancers"	"Pancreatic cancer"
"ETFA"	"Cancers"	"Hepatocellular carcinoma"
"ETFA"	"Congenital disorders of metabolism"	"Glutaric acidemia"
"ETFA"	"Congenital malformations"	"Polycystic kidney disease"
"ETFB"	"Congenital disorders of metabolism"	"Glutaric acidemia"
"ETFB"	"Congenital malformations"	"Polycystic kidney disease"
"ETFDH"	"Cancers"	"Colorectal cancer"
"ETFDH"	"Congenital disorders of metabolism"	"Glutaric acidemia"
"ETFDH"	"Congenital malformations"	"Polycystic kidney disease"
"ETHE1"	"Congenital disorders of metabolism"	"Ethylmalonic encephalopathy"
"ETHE1"	"Congenital disorders of metabolism"	"Leigh syndrome"
"ETNK1"	"Cancers"	"Hypereosinophilic syndrome"
"ETNK1"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"ETNPPL"	"Mental and behavioural disorders"	"Schizophrenia"
"ETS1"	"Digestive system diseases"	"Celiac disease"
"ETS2"	"Cancers"	"Breast cancer"
"ETV1"	"Cancers"	"Colorectal cancer"
"ETV1"	"Cancers"	"Ewing sarcoma"
"ETV1"	"Cancers"	"Prostate cancer"
"ETV3"	"Cancers"	"Prostate cancer"
"ETV4"	"Cancers"	"Breast cancer"
"ETV4"	"Cancers"	"Ewing sarcoma"
"ETV4"	"Cancers"	"Prostate cancer"
"ETV5"	"Cancers"	"Prostate cancer"
"ETV6"	"Cancers"	"Acute myeloid leukemia"
"ETV6"	"Cancers"	"B-cell acute lymphoblastic leukemia"
"ETV6"	"Cancers"	"Burkitt lymphoma"
"ETV6"	"Cancers"	"Fibrosarcoma"
"ETV6"	"Immune system diseases"	"Juvenile idiopathic arthritis"
"EVC"	"Cardiovascular diseases"	"Atrial septal defect"
"EVC"	"Cardiovascular diseases"	"Atrioventricular septal defect"
"EVC"	"Cardiovascular diseases"	"Ventricular septal defect"
"EVC"	"Congenital malformations"	"Brachydactyly"
"EVC"	"Congenital malformations"	"Congenital clubfoot"
"EVC"	"Congenital malformations"	"Dandy-Walker syndrome"
"EVC"	"Congenital malformations"	"Ellis-van Creveld syndrome"
"EVC"	"Congenital malformations"	"Weyers acrodental dysostosis"
"EVC"	"Digestive system diseases"	"Solitary median maxillary central incisor syndrome"
"EVC"	"Reproductive system diseases"	"Cryptorchidism"
"EVC"	"Reproductive system diseases"	"Hypospadias"
"EVC2"	"Cancers"	"Colorectal cancer"
"EVC2"	"Cardiovascular diseases"	"Atrial septal defect"
"EVC2"	"Cardiovascular diseases"	"Atrioventricular septal defect"
"EVC2"	"Cardiovascular diseases"	"Ventricular septal defect"
"EVC2"	"Congenital malformations"	"Brachydactyly"
"EVC2"	"Congenital malformations"	"Congenital clubfoot"
"EVC2"	"Congenital malformations"	"Dandy-Walker syndrome"
"EVC2"	"Congenital malformations"	"Ellis-van Creveld syndrome"
"EVC2"	"Congenital malformations"	"Weyers acrodental dysostosis"
"EVC2"	"Digestive system diseases"	"Solitary median maxillary central incisor syndrome"
"EVC2"	"Reproductive system diseases"	"Cryptorchidism"
"EVC2"	"Reproductive system diseases"	"Hypospadias"
"EVL"	"Cancers"	"Breast cancer"
"EVL"	"Cancers"	"Colorectal cancer"
"EWSR1"	"Cancers"	"Clear cell sarcoma of soft tissue"
"EWSR1"	"Cancers"	"Desmoplastic small round cell tumor"
"EWSR1"	"Cancers"	"Ewing sarcoma"
"EWSR1"	"Cancers"	"Extraskeletal myxoid chondrosarcoma"
"EWSR1"	"Cancers"	"Prostate cancer"
"EXO1"	"Cancers"	"Breast cancer"
"EXO1"	"Cancers"	"Colorectal cancer"
"EXO1"	"Cancers"	"Hepatocellular carcinoma"
"EXOC3L1"	"Cancers"	"Breast cancer"
"EXOC3L2"	"Congenital malformations"	"Dandy-Walker syndrome"
"EXOC4"	"Cancers"	"Colorectal cancer"
"EXOC6B"	"Congenital malformations"	"Congenital clubfoot"
"EXOC6B"	"Congenital malformations"	"Ectopia lentis"
"EXOC6B"	"Congenital malformations"	"Hirschsprung disease"
"EXOC6B"	"Congenital malformations"	"Spondyloepimetaphyseal dysplasia"
"EXOC6B"	"Eye disease"	"Myopia"
"EXOSC2"	"Congenital malformations"	"Brachydactyly"
"EXOSC2"	"Eye disease"	"Myopia"
"EXOSC3"	"Nervous system diseases"	"Pontocerebellar hypoplasia"
"EXOSC5"	"Cancers"	"Gastric cancer"
"EXOSC8"	"Nervous system diseases"	"Spinal muscular atrophy"
"EXPH5"	"Congenital malformations"	"Epidermolysis bullosa"
"EXPH5"	"Congenital malformations"	"Epidermolysis bullosa simplex"
"EXT1"	"Cancers"	"Chondrosarcoma"
"EXT1"	"Cancers"	"Osteosarcoma"
"EXT1"	"Congenital disorders of metabolism"	"Multiple exostoses"
"EXT1"	"Congenital malformations"	"Brachydactyly"
"EXT1"	"Mental and behavioural disorders"	"Autism"
"EXT1"	"Musculoskeletal diseases"	"Legg-Calve-Perthes Disease"
"EXT1"	"Musculoskeletal diseases"	"Legg-Calve-Perthes Disease"
"EXT1"	"Urinary system diseases"	"Vesicoureteral reflux"
"EXT2"	"Cancers"	"Chondrosarcoma"
"EXT2"	"Cancers"	"Nephroblastoma"
"EXT2"	"Cancers"	"Osteosarcoma"
"EXT2"	"Cardiovascular diseases"	"Atrial septal defect"
"EXT2"	"Cardiovascular diseases"	"High blood pressure"
"EXT2"	"Cardiovascular diseases"	"Patent ductus arteriosus"
"EXT2"	"Cardiovascular diseases"	"Ventricular septal defect"
"EXT2"	"Congenital disorders of metabolism"	"Multiple exostoses"
"EXT2"	"Congenital malformations"	"Perlman syndrome"
"EXT2"	"Digestive system diseases"	"Gastroesophageal reflux disease"
"EXT2"	"Mental and behavioural disorders"	"Autism"
"EXT2"	"Reproductive system diseases"	"Cryptorchidism"
"EXTL3"	"Cardiovascular diseases"	"Infantile hemangioma"
"EXTL3"	"Cardiovascular diseases"	"Mitral valve prolapse"
"EXTL3"	"Congenital malformations"	"Brachydactyly"
"EXTL3"	"Congenital malformations"	"Craniosynostoses"
"EYA1"	"Congenital malformations"	"Branchiooculofacial syndrome"
"EYA1"	"Congenital malformations"	"Branchio-oto-renal syndrome"
"EYA1"	"Congenital malformations"	"OFC syndrome"
"EYA1"	"Congenital malformations"	"Polycystic kidney disease"
"EYA1"	"Congenital malformations"	"Potter syndrome"
"EYA1"	"Urinary system diseases"	"Vesicoureteral reflux"
"EYA4"	"Cancers"	"Colorectal cancer"
"EYA4"	"Cardiovascular diseases"	"Dilated cardiomyopathy"
"EYS"	"Endocrine and metabolic diseases"	"Type 2 diabetes mellitus"
"EYS"	"Eye disease"	"Cataract"
"EYS"	"Eye disease"	"Keratoconus"
"EYS"	"Eye disease"	"Optic atrophy"
"EYS"	"Eye disease"	"Retinitis pigmentosa"
"EZH2"	"Cancers"	"Breast cancer"
"EZH2"	"Cancers"	"Endometrial cancer"
"EZH2"	"Cancers"	"Hepatocellular carcinoma"
"EZH2"	"Cancers"	"Myelofibrosis"
"EZH2"	"Cancers"	"Osteosarcoma"
"EZH2"	"Cancers"	"Prostate cancer"
"EZH2"	"Cardiovascular diseases"	"Myelodysplastic syndrome"
"EZH2"	"Congenital malformations"	"Congenital clubfoot"
"EZH2"	"Congenital malformations"	"Craniosynostoses"
"EZH2"	"Congenital malformations"	"Cutis laxa"
"EZH2"	"Congenital malformations"	"Trigonocephaly"
"EZH2"	"Congenital malformations"	"Weaver syndrome"
"EZH2"	"Reproductive system diseases"	"Cryptorchidism"
"EZR"	"Cancers"	"Prostate cancer"
"EZR"	"Congenital malformations"	"Polymicrogyria"
"F10"	"Cardiovascular diseases"	"Factor X deficiency"
"F11"	"Cardiovascular diseases"	"Factor XI deficiency"
"F11"	"Cardiovascular diseases"	"High blood pressure"
"F12"	"Cardiovascular diseases"	"Factor XII deficiency"
"F12"	"Cardiovascular diseases"	"High blood pressure"
"F13A1"	"Cardiovascular diseases"	"Deep vein thrombosis"
"F13A1"	"Cardiovascular diseases"	"Factor XIII deficiency"
"F13A1"	"Cardiovascular diseases"	"Myocardial infarction"
"F13B"	"Cardiovascular diseases"	"Deep vein thrombosis"
